0StdReturn,ComputeUpdatedDistTime,0AverageReturn,1AverageReturn,1ExplainedVariance,1MaxReturn,1StdReturn,1MinReturn,0MaxReturn,1NumTrajs,LossBefore,Time,0TotalExecTime,dLoss,LossAfter,1TotalExecTime,0ExplainedVariance,0MinReturn,ItrTime,MeanKL,0NumTrajs
11.516020355909639,17.78212261199951,-59.077058297928495,-59.14312774804974,0.8546603389590395,-38.74220920250323,11.46710286012244,-83.5125231145465,-39.35340276411772,1068,1.9603173732757568,52.58847427368164,6.688730478286743,0.007005810737609863,1.953311562538147,6.176715612411499,0.8533806620535049,-85.31164436198425,52.58847641944885,0.0,1072
